Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,PriceCarat,FancyColor,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,State,City,Is Matched Pair Separable,Pair Stock #,Allow RapLink Feed,Parcel Stones,Certificate Filename,Diamond Image,3D File,Trade Show,Member Comment,alibabaPrice,ExportToAlibaba
1219-19,G,RBC,0.96,G,SI2,G,VG,VG,N,N,6.24*6.18*3.85,IGI,400911926,,1738.000,,,,62.10,57.00,THK to VTK,,,Faceted,,,15.00,35.30,41.00,39.70,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
203-4A,G,OV,10.01,K,VS2,,G,G,M,N,16.19*10.93*7.48,IGI,380997178,,7312.500,,,,54.00,68.40,,,,,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-143A,G,RBC,0.50,K,SI2,EX,VG,EX,F,N,5.18*5.17*3.09,GIA,6351176002,,837.000,,,,59.60,60.00,MED to STK,,3.50,Faceted,NONE,,13.00,33.50,43.00,40.80,GIA 6351176002,,INDIA,,HONG KONG,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-38A,G,RBC,1.00,H,SI2,EX,EX,VG,F,N,6.29*6.34*4.01,IGI,414079634,,2226.000,,,,63.40,56.00,Medium (Faceted) ,,3.50,,Pointed,,16.50,36.70,43.50,41.10,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
19845-139,G,CU,1.00,F,I1,,VG,G,N,N,5.92*5.22*3.76,GIA,3275187815,,1890.000,,,,72.00,55.00,,,,,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
242-22C,G,PB,0.33,G,SI2,VG,EX,G,M,BLUE,5.76*3.81*2.47,GIA,5356622460,,687.000,,,,64.70,61.00,STK to VTK,,,Faceted,NON,,,,,,GIA 5356622460,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
235-40A,M,OV,0.71,G,SI1,VG,EX,VG,S,BLUE,6.93*4.93*3.05,GIA,7352056143,,1576.000,,,,61.80,56.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 7352056143,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-153A,G,MQ,0.50,I,SI1,G,EX,VG,N,N,7.29*4.00*2.52,GIA,6345877489,,891.000,,,,63.00,53.00,VTK to ETK,,,Faceted,VSM,,,,,,GIA 6345877489,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
235-58A,G,CU,1.00,D,SI1,EX,EX,EX,VS,BLUE,5.90*5.37*3.66,GIA,5353154335,,2040.000,,,,68.20,59.00,THN to THK,,,Faceted,NONE,,,,,,GIA 5353154335,Pinpoints are not shown. Clouds are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-261A,G,CU,0.70,M,VS2,G,EX,G,M,BLUE,5.05*4.73*3.20,GIA,3355041406,,1406.440,yellow,,,67.60,62.00,MED to ETK,,,Faceted,NONE,,,,,,GIA 3355041406,Pinpoints are not shown. Surface graining is not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
242-11A,G,RBC,1.00,H,SI2,VG,EX,VG,N,N,6.29*6.38*3.86,IGI,414079637,,2093.500,,,,60.60,60.50,Slightly Thick To Thick (Faceted) ,,5.70,,Pointed,,13.00,32.70,42.50,40.30,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-81B,G,MQ,0.35,D,VS1,EX,EX,VG,N,N,6.52*3.85*2.27,GIA,7342813073,,1235.000,,,,59.00,61.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 7342813073,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-35A,G,RBC,1.70,E,SI2,EX,EX,EX,N,N,7.62*7.57*4.73,GIA,6352464137,,6478.000,,,,62.30,58.00,MED to STK,,4.00,Faceted,NON,,15.00,35.50,43.00,40.80,GIA 6352464137,"Additional clouds, pinpoints and surface graining are not shown.",INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
235-55A,G,EM,0.71,F,VVS2,EX,EX,VG,S,BLUE,5.80*4.38*2.95,GIA,2357010523,,1323.000,,,,67.20,62.00,THK,,,Faceted,NONE,,,,,,GIA 2357010523,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-72A,G,OV,1.00,M,SI2,VG,VG,,N,N,7.19*5.33*3.69,IGI,407973566,,584.250,"M,FB  ",,,69.20,58.50,Thick To Very Thick (Faceted) ,,8.40,Faceted,Pointed,,17.00,41.80,44.00,40.50,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-207A,G,RBC,0.50,L,SI2,G,EX,VG,S,BLUE,4.90*4.85*3.24,GIA,1358163739,,667.500,,,,66.30,59.00,THK to VTK,,6.50,Faceted,NONE,,15.50,36.50,44.50,41.80,GIA 1358163739,,INDIA,,HONG KONG,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-123A,G,RBC,1.01,M,SI1,VG,EX,VG,M,BLUE,6.31*6.27*4.05,GIA,2344367640,,1088.000,"U-V,LB",,,64.50,60.00,MED to THK,,5.50,Faceted,NONE,,13.50,34.00,45.50,42.40,GIA 2344367640,"Additional clouds, internal graining and pinpoints are not shown.",INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-481A,G,RBC,0.23,E,VVS2,EX,EX,EX,N,N,3.91*3.88*2.47,GIA,5353589174,,1486.300,,,,63.30,56.00,MED to STK,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 5353589174,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-96A,G,PB,0.30,E,SI2,EX,VG,VG,N,N,6.05*3.82*2.23,GIA,1347319556,,785.820,,,,58.30,61.00,MED to THK,,,Faceted,NONE,,,,,,GIA 1347319556,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-428A,G,OV,0.96,I,SI2,VG,VG,,N,N,7.40*5.68*3.44,IGI,407973584,,1353.000,,,,60.60,59.50,Medium To Thick (Faceted) ,,4.50,Faceted,Pointed,,15.50,38.90,40.50,38.10,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-101A,G,RBC,1.01,M,SI1,G,EX,EX,F,N,6.17*6.12*4.09,GIA,5356040900,,1440.000,,,,66.50,56.00,MED to VTK,,7.00,Faceted,NONE,,16.50,36.50,43.50,41.00,GIA 5356040900,Additional pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-69A,G,RBC,1.15,K,SI2,EX,VG,EX,M,BLUE,6.75*6.71*4.09,GIA,6355476241,,2097.000,,,,60.80,59.00,MED to STK,,,F,NON,,13.00,33.00,43.50,41.00,GIA 6355476241,"Additional twinning wisps, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-1A,G,RBC,1.15,K,I1,EX,EX,VG,F,N,6.72*6.67*4.19,GIA,7353077851,,1906.750,,,,62.60,57.00,MED to STK,,3.50,Faceted,NONE,,15.50,36.00,43.50,41.20,,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-361A,G,OV,0.90,I,SI2,VG,EX,VG,N,N,7.27*5.56*3.45,GIA,2347664870,,1534.500,,,,62.00,62.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 2347664870,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-15A,G,RBC,1.16,L,I1,EX,EX,EX,F,N,6.70*6.66*4.20,GIA,6352000179,,1471.500,"L,FB",,,62.90,57.00,MED,,3.50,Faceted,NONE,,16.00,36.50,43.50,41.00,,Clarity grade is based on clouds that are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-17,G,RBC,1.01,G,I1,EX,EX,EX,N,N,6.44*6.41*4.00,IGI,400911921,,2106.000,,,,62.20,58.00,MED to MED,,,Faceted,,,14.50,34.40,44.00,41.40,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
232-273A,G,RBC,0.37,J,VS2,EX,EX,EX,F,N,4.64*4.61*2.89,GIA,3355588603,,898.350,,,,62.60,57.00,MED to STK,,4.00,Faceted,NON,,14.00,33.50,44.50,41.80,GIA 3355588603,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
232-179A,G,OV,0.30,D,VVS1,G,EX,G,N,N,4.78*3.69*2.53,GIA,6351376869,,1334.000,,,,68.70,56.00,VTK to ETK,,,Faceted,NON,,,,,,GIA 6351376869,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-26C,G,MQ,0.50,I,VVS1,EX,EX,VG,F,N,8.12*4.36*2.49,GIA,7351231504,,1127.500,,,,57.00,58.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 7351231504 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-51A,G,OV,1.00,L,SI2,G,EX,VG,N,N,7.80*5.28*3.45,GIA,6341466372,,776.250,"L,FB",,,65.50,59.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 6341466372,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-15A,G,RBC,0.90,M,SI1,G,EX,VG,N,N,5.97*5.90*3.92,GIA,1359098370,,1031.250,,,,66.00,58.00,MED to VTK,,6.50,Faceted,NONE,,16.00,37.50,43.50,41.20,GIA 1359098370,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
220-231A,G,OV,0.30,G,SI2,G,EX,VG,N,N,4.86*3.78*2.40,GIA,2347752417,,684.000,,,,63.50,58.00,THK to ETK,,,Faceted,NONE,,,,,,GIA 2347752417,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-267A,G,OV,1.00,L,SI2,VG,G,,N,N,7.69*5.76*3.39,IGI,407973568,,603.750,,,,58.90,64.50,Medium To Thick (Faceted) ,,5.80,Faceted,Pointed,,11.50,34.10,41.50,38.30,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
7217-8,G,CU,1.30,H,VS1,G,EX,VG,N,N,6.22*5.78*4.03,GIA,1358184027,,3139.240,,,,69.80,66.00,STK to VTK,,,Faceted,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-157A,G,RBC,0.50,K,SI2,VG,EX,EX,F,N,5.15*5.09*3.06,GIA,1353097373,,823.500,"K,FB",,,59.80,60.00,MED to STK,,4.50,Faceted,NONE,,13.00,32.50,42.50,40.40,GIA 1353097373,,INDIA,,HONG KONG,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
211-193A,G,OV,1.00,M,SI2,G,VG,,N,N,7.15*5.44*3.65,IGI,407973563,,688.750,,,,67.10,64.00,Thick To Extremely Thick (Faceted) ,,8.80,Faceted,Pointed,,14.50,42.80,43.50,40.20,,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
233-37A,G,OV,1.50,H,SI2,G,EX,VG,N,N,8.48*5.99*3.90,GIA,1349723440,,3348.250,,,,65.20,58.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 1349723440,Additional pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
214-42A,G,RBC,1.31,L,SI2,EX,EX,EX,N,N,7.06*7.09*4.29,IGI,414079635,,1758.900,,,,60.60,57.50,Medium (Faceted) ,,3.30,,Pointed,,14.50,34.50,43.00,40.60,,IDEAL CUT ROUND BRILLIANT,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-9,G,RBC,1.01,H,I1,EX,EX,EX,N,N,6.43*6.40*4.01,GIA,1349255511,,2294.000,,,,62.40,57.00,MED to STK,,,Faceted,,,15.50,,43.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
7217-11,G,CU,1.20,F,SI2,G,EX,VG,N,N,5.93*5.85*3.89,GIA,2356204491,,2585.000,,,,66.40,66.00,STK to ETK,,,Faceted,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-108A,G,RBC,0.91,M,I1,EX,EX,EX,M,BLUE,6.31*6.27*3.75,GIA,2357528024,,1200.000,,,,59.60,62.00,THN to STK,,3.50,Faceted,NON,,12.00,33.00,43.50,41.20,GIA 2357528024 ,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-S, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-79A,G,OV,1.20,M,VS2,G,EX,VG,N,N,8.49*5.83*3.52,GIA,2344477912,,1050.000,"W-X,LB",,,60.40,52.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 2344477912,"Clouds, pinpoints and internal graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-P, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
238-108A,G,RBC,0.35,D,VVS2,EX,EX,EX,VS,BLUE,4.49*4.46*2.83,GIA,6351516070,,1375.400,,,,63.10,56.00,MED to STK,,3.50,Faceted,NON,,16.50,36.50,43.00,41.00,GIA 6351516070 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-91A,G,OV,0.50,H,VS2,G,EX,G,N,N,6.40*4.18*2.75,GIA,7351537133,,1228.500,,,,65.90,60.00,STK to ETK,,,Faceted,NON,,,,,,GIA 7351537133,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-148A,G,OV,1.00,J,SI2,VG,VG,VG,F,N,8.28*5.21*3.35,IGI,432029819,,1408.000,,,,64.30,56.00,Medium To Thick (Faceted) ,,6.40,,Pointed,,17.50,41.00,41.50,39.60,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-26A,G,RBC,1.00,D,I1,EX,EX,VG,N,N,6.38*6.30*4.00,GIA,7353539417,,3285.000,,,,63.10,57.00,MED to STK,,4.00,Faceted,NON,,15.00,35.00,44.00,41.40,GIA 7353539417 ,Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-459A,G,OV,0.30,E,SI2,G,VG,G,N,N,4.97*3.67*2.34,GIA,1349851023,,724.500,,,,63.90,61.00,MED to ETK,,,Faceted,NONE,,,,,,GIA 1349851023,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-123A,G,RBC,0.35,H,VVS2,EX,EX,EX,S,BLUE,4.51*4.49*2.81,GIA,1353569887,,1145.000,,,,62.50,57.00,STK,,4.50,Faceted,NON,,14.00,33.50,44.00,41.40,GIA 1353569887 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-454A,G,PB,0.32,F,SI2,EX,EX,VG,F,N,5.78*3.85*2.40,GIA,1349953559,,646.750,,,,62.30,61.00,STK to THK,,,Faceted,NONE,,,,,,GIA 1349953559,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
0119-43,G,RBC,0.96,F,SI2,G,EX,G,N,N,6.11*6.04*4.04,GIA,3235729930,,2702.500,,,,66.50,58.00,THN to VTK,,,Faceted,,,16.50,,44.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-1B,G,PB,0.50,L,SI1,VG,EX,VG,N,N,6.61*4.40*2.81,GIA,2347955753,,540.000,,,,63.90,56.00,THK to VTK,,,Faceted,NONE,,,,,,GIA 2347955753,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-52A,G,OV,0.80,K,SI1,VG,EX,G,F,N,7.67*5.08*3.11,GIA,1357528595,,1144.000,,,,61.30,53.00,THN to THK,,,Faceted,NON,,,,,,GIA 1357528595 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
231-185A,G,OV,0.31,G,VVS1,G,EX,VG,F,N,4.72*3.55*2.54,GIA,2357346121,,1071.000,,,,71.60,56.00,ETK,,,Faceted,NON,,,,,,GIA 2357346121,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-6B,G,EM,0.62,F,SI2,EX,EX,EX,N,N,5.72*4.24*2.86,GIA,6351376970,,1050.000,,,,67.40,63.00,MED to STK,,,,NON,,,,,,GIA 6351376970,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
216-505A,G,PB,0.30,G,SI2,VG,EX,G,N,N,5.62*3.85*2.35,GIA,2348767105,,624.000,,,,61.00,59.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 2348767105,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-160A,G,OV,0.54,J,SI2,EX,EX,VG,N,N,6.14*4.64*2.90,GIA,6341719727,,776.250,,,,62.60,58.00,MED to THK,,,Faceted,NONE,,,,,,GIA 6341719727,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-154A,G,RBC,0.50,I,SI2,VG,EX,EX,F,N,5.12*5.10*3.12,GIA,6345910385,,976.500,,,,61.10,60.00,VTN to STK,,4.00,Faceted,NONE,,12.50,32.50,44.50,41.80,GIA 6345910385,,INDIA,,HONG KONG,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-27A,G,RBC,0.46,F,VVS1,EX,EX,EX,N,N,4.96*4.93*3.08,GIA,2344828600,,2425.750,,,,62.20,57.00,MED to STK,,3.50,Faceted,NONE,,15.00,34.50,44.00,41.40,GIA 2344828600,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-51A,G,RBC,1.01,J,SI2,VG,EX,VG,M,N,6.24*6.31*4.04,IGI,425073433,,1822.500,,,,64.30,59.00,Medium To Slightly Thick (Faceted) ,,5.40,,Pointed,,14.50,34.50,45.00,41.90,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-94A,G,RBC,1.01,M,VVS1,EX,EX,EX,N,N,6.38*6.34*4.01,GIA,7356138020,,1852.500,,,,63.00,56.00,MED to STK,,4.00,Faceted,NONE,,16.00,35.50,43.00,40.80,GIA 7356138020,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-117B,G,PB,0.30,I,SI2,G,VG,F,M,BLUE,5.32*3.71*2.47,GIA,6341955896,,450.000,,,,66.50,52.00,THK to ETK,,,Faceted,NONE,,,,,,GIA 6341955896,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-35A,M,RBC,1.00,K,I1,EX,EX,EX,F,N,6.39*6.35*4.00,GIA,3355077798,,1761.750,"K,FB",,,62.80,55.00,MED to STK,,3.50,Faceted,NONE,,16.50,36.00,43.00,40.60,,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
205-23A,G,RBC,1.00,I,SI2,G,EX,G,M,N,6.28*6.38*3.86,IGI,407934803,,1837.500,,,,60.70,60.00,Medium To Very Thick (Faceted) ,,5.80,Faceted,Pointed,,13.00,32.40,42.00,40.20,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
233-21A,G,RBC,0.90,G,VVS2,EX,EX,EX,F,N,6.15*6.10*3.87,GIA,1348867070,,3902.750,,,,63.10,56.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.50,43.50,41.00,GIA 1348867070,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-333A,G,PB,0.37,D,VVS1,EX,EX,VG,F,N,6.02*4.15*2.47,GIA,6342738357,,1201.750,,,,59.70,62.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 6342738357,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
7217-18,M,OV,1.00,D,VVS1,G,EX,VG,N,N,7.43*5.58*3.60,GIA,7353204541,,5304.000,,,,64.60,59.00,THK to VTK,,,Faceted,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-95A,G,RBC,0.60,I,VS2,VG,EX,VG,M,BLUE,5.30*5.26*3.41,GIA,6352516653,,1404.000,,,,64.60,56.00,STK to THK,,5.00,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 6352516653 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-60A,G,RBC,0.90,K,VS2,EX,EX,VG,N,N,6.25*6.21*3.72,GIA,2356149034,,2095.500,,,,59.70,60.00,MED to STK,,4.00,Faceted,VSM,,13.00,33.00,42.50,40.80,GIA 2356149034,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-59A,G,OV,0.38,F,SI2,EX,EX,VG,F,N,5.43*4.11*2.58,GIA,2357014153,,799.500,,,,62.70,56.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 2357014153,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-45A,G,MQ,0.31,D,SI2,EX,VG,VG,N,N,7.39*3.45*2.02,GIA,1359516645,,967.500,,,,58.40,60.00,MED to THK,,,Faceted,NON,,,,,,GIA 1359516645 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
