Stock No,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Lab,Certificate Number,Price Per Carat,Rapnet  Discount,Depth,Table,GirdleThin,GirdleThick,GirdlePercent,GirdleCondition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Star Length,Lower Half,Laser Inscription,Key to symbols,City,State,Country,Shade,MeasLength,MeasWidth,MeasDepth,Ratio,Treatment,Black Inclusion,White Inclusion,Open Inclusion,Milky,Heart and Arrow,Eye Clean,Comment,Member Comment,Supplier Comment,Trade Show No,Pair Stock #,Diamond Image,Certificate Image,Video Link,H & A Image,Plotting Image
246-7A,G,RBC,1.00,M,SI1,VG,EX,VG,F,N,6.26*6.20*3.99,,,,GIA,7358447904,1892.800,-40.850,64.20,56.00,,,5.50,Faceted,NON,,17.00,38.00,41.50,39.80,45,,GIA 7358447904 ,"Crystal, Feather, Indented Natural, Cavity, Cloud, Natural",MUMBAI,,INDIA,White,6.26,6.20,3.99,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,Additional clouds are not shown. Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-22A,G,RBC,1.06,I,VS2,EX,EX,EX,S,BLUE,6.57*6.53*4.04,,,,GIA,2354661558,3599.000,-41.000,61.70,58.00,,,4.00,Faceted,NON,,13.50,32.50,44.50,41.60,50,,GIA 2354661558,"Crystal, Needle, Knot",MUMBAI,,INDIA,White,6.57,6.53,4.04,0.99,,NONE VISIBLE,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,Clouds are not shown. Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
221-230A,G,OV,0.38,J,SI1,VG,EX,VG,N,N,5.34*4.04*2.56,,,,GIA,1349693551,535.500,-40.500,63.30,61.00,,,,Faceted,NONE,,,,,,,,GIA 1349693551,"Feather, Cavity",MUMBAI,,INDIA,White,5.34,4.04,2.56,0.76,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
234-170A,G,RBC,0.70,M,SI1,VG,EX,VG,F,N,5.82*5.74*3.43,,,,GIA,7341766669,760.000,-60.000,59.40,65.00,,,3.50,Faceted,NONE,,12.00,34.50,44.00,41.40,55,,GIA 7341766669,Feather,NEW YORK,,INDIA,White,5.82,5.74,3.43,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-112A,G,RBC,1.00,M,SI2,G,VG,VG,N,N,6.15*6.20*3.85,,,,IGI,407973588,854.000,-69.500,62.30,65.00,,,7.80,Faceted,Pointed,,13.50,37.90,41.00,39.50,,,,,NEW YORK,,INDIA,BROWN,6.15,6.20,3.85,1.01,,TABLE BLACK 3,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-40B,G,HT,0.33,I,IF,EX,EX,VG,F,N,4.42*4.80*2.73,,,,GIA,6352569035,1316.100,-12.260,57.00,56.00,,,,Faceted,NON,,,,,,,,GIA 6352569035 ,Minor Details of Polish,MUMBAI,,INDIA,White,4.42,4.80,2.73,1.09,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
237-126A,G,RBC,0.35,G,SI1,EX,EX,EX,M,BLUE,4.50*4.47*2.82,,,,GIA,2354258826,924.800,-45.600,62.90,57.00,,,3.50,4.47,2.82,,16.00,36.50,43.50,41.00,50,,GIA 2354258826,Crystal,MUMBAI,,INDIA,White,4.50,4.47,2.82,0.99,,TABLE BLACK 1,WHITE TABLE 0,TABLE OPEN 0,None,NV,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
243-14A,G,PB,1.50,F,VS1,VG,EX,G,N,N,9.33*6.35*4.10,,,,GIA,1355470143,6270.000,-34.000,64.60,56.00,,,,Faceted,NON,,,,,,,,GIA 1355470143 ,"Feather, Pinpoint, Extra Facet",MUMBAI,,INDIA,White,9.33,6.35,4.10,0.68,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,Surface graining is not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-76A,G,OV,1.00,M,SI2,VG,EX,VG,N,N,7.51*5.63*3.45,,,,GIA,5346459280,703.000,-63.000,61.30,57.00,,,,Faceted,NONE,,,,,,,,GIA 5346459280,"Feather, Crystal, Cavity, Needle, Etch Channel, Natural",NEW YORK,,INDIA,BROWN,7.51,5.63,3.45,0.75,,TABLE BLACK 2,WHITE TABLE 2,TABLE OPEN 0,None,0,EYE CLEAN NO,"Clouds, pinpoints and internal graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-54A,G,OV,1.00,I,I1,VG,VG,VG,S,BLUE,8.09*5.44*3.47,,,,GIA,5353512074,1737.500,-30.500,63.80,54.00,,,,Faceted,NON,,,,,,,,,"Twinning Wisp, Feather, Crystal, Indented Natural",MUMBAI,,INDIA,White,8.09,5.44,3.47,0.67,,TABLE BLACK 0,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MEDIUM,"Additional twinning wisps, pinpoints and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DG343-3,G,OV,0.53,D,I1,EX,EX,VG,VS,BLUE,6.19*4.60*2.92,,,,GIA,1359747768,986.000,-42.000,63.30,60.00,,,,Faceted,Pointed,,,,,,,,,,MUMBAI,,INDIA,White,6.19,4.60,2.92,0.74,,TABLE BLACK 0,WHITE TABLE 2,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
237-231A,G,RBC,0.30,E,SI2,EX,EX,EX,M,BLUE,4.35*4.33*2.60,,,,GIA,1353588906,888.000,-44.500,59.90,59.00,,,3.50,Faceted,NON,,13.50,33.00,43.00,40.80,50,,GIA 1353588906,"Feather, Crystal, Cloud",MUMBAI,,INDIA,White,4.35,4.33,2.60,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 2,None,NEW YORK,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
229-211A,G,OV,0.40,K,VS2,VG,EX,VG,F,N,5.82*4.13*2.50,,,,GIA,2347985804,607.750,-44.750,60.40,57.00,,,,Faceted,NONE,,,,,,,,GIA 2347985804,"Crystal, Indented Natural",MUMBAI,,INDIA,White,5.82,4.13,2.50,0.71,,TABLE BLACK 1,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-111A,G,CU,1.30,,VVS2,VG,EX,G,F,N,6.33*6.05*3.88,yellow,Fancy Deep,Brownish,GIA,5346543667,1034.000,-53.000,64.20,62.00,,,,Faceted,NONE,,,,,,,,GIA 5346543667,"Needle, Pinpoint",NEW YORK,,INDIA,BROWN,6.33,6.05,3.88,0.96,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-265A,G,OV,0.40,J,VS2,EX,EX,VG,F,N,5.57*4.20*2.63,,,,GIA,2346738296,744.250,-42.750,62.60,59.00,,,,Faceted,NONE,,,,,,,,GIA 2346738296,"Indented Natural, Cloud, Crystal, Feather",MUMBAI,,INDIA,White,5.57,4.20,2.63,0.75,,NONE VISIBLE,NONE VISIBLE,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
223-18B,G,PR,0.42,J,VS1,EX,EX,VG,N,N,4.19*4.17*2.97,,,,GIA,2347410130,773.500,-44.750,71.30,70.00,,,,Faceted,NONE,,,,,,,,GIA 2347410130,"Cloud, Feather",MUMBAI,,INDIA,BROWN,4.19,4.17,2.97,1.00,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
237-86A,G,PB,0.35,F,VVS2,EX,EX,VG,S,BLUE,6.29*3.87*2.31,,,,GIA,6355569878,905.250,-46.750,59.80,57.00,,,,Faceted,NON,,,,,,,,GIA 6355569878,"Needle, Pinpoint",MUMBAI,,INDIA,White,6.29,3.87,2.31,0.62,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-83E,G,RBC,0.50,I,VS2,EX,EX,EX,VS,BLUE,5.14*5.12*3.12,,,,GIA,5356516802,1377.000,-49.000,60.80,60.00,,,3.50,Faceted,NON,,13.50,34.00,43.50,41.20,50,,GIA 5356516802,Feather,MUMBAI,,INDIA,,5.14,5.12,3.12,1.00,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
196-18C,G,CU,0.41,,I1,EX,EX,EX,N,N,4.49*4.09*2.61,Yellow,Fancy Deep ,,GIA,1329940582,652.500,30.500,63.90,57.00,,,,Faceted,NONE,,,,,,,,GIA 1329940582,"Feather, Crystal, Cloud, Needle, Indented Natural, Natural",MUMBAI,,INDIA,White,4.49,4.09,2.61,0.91,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,Additional clouds are not shown. Pinpoints are not shown.,"GIA Color Is:-Yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
234-118A,G,RBC,0.72,M,VS1,EX,EX,EX,N,N,5.85*5.84*3.45,,,,GIA,1343792019,1055.250,-49.750,59.00,62.00,,,3.00,Faceted,NONE,,12.50,33.00,43.50,41.20,50,,GIA 1343792019,Feather,NEW YORK,,INDIA,White,5.85,5.84,3.45,1.00,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-130A,G,RBC,0.70,K,VS2,G,EX,VG,F,N,5.63*5.56*3.47,,,,GIA,1355630563,1257.600,-47.600,62.00,59.00,,,5.00,Faceted,NON,,15.00,36.50,42.00,40.20,45,,GIA 1355630563,"Crystal, Indented Natural",NEW YORK,,INDIA,White,5.63,5.56,3.47,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DSSRD-4,G,RBC,1.00,F,SI2,EX,EX,EX,N,,6.39*6.35*3.98,,,,IGI,432026625,2891.000,-51.000,62.50,57.00,,,,0,0,,15.00,34.80,43.50,41.20,,,,,MUMBAI,,INDIA,White,6.39,6.35,3.98,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
238-151A,G,RBC,0.31,L,VS2,EX,EX,EX,N,N,4.42*4.40*2.66,,,,GIA,6352569883,730.800,-39.100,60.30,60.00,,,3.00,Faceted,NON,,12.50,32.50,44.50,41.80,50,,GIA 6352569883 ,"Cloud, Crystal",MUMBAI,,INDIA,White,4.42,4.40,2.66,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 1,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
7217-14,G,CU,1.31,E,VVS2,G,EX,EX,M,N,6.32*5.79*4.02,,,,GIA,2356203046,4056.000,-48.000,69.50,65.00,,,,Faceted,,,,,,,,,,"Pinpoint, Feather",NEW YORK,,INDIA,White,6.32,5.79,4.02,0.92,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
240-880A,G,RBC,0.21,D,VVS1,EX,EX,EX,N,N,3.83*3.80*2.38,,,,GIA,3355629940,1712.490,31.730,62.40,59.00,,,4.00,Faceted,NON,,14.50,35.00,44.00,41.60,45,,GIA 3355629940,"Pinpoint, Feather",MUMBAI,,INDIA,White,3.83,3.80,2.38,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-103A,G,OV,0.99,K,SI2,VG,G,G,M,N,7.71*5.75*3.26,,,,IGI,432008607,1012.000,-56.000,56.70,62.00,,,5.10,,None,,12.00,33.80,39.50,38.00,,,,,NEW YORK,,INDIA,White,7.71,5.75,3.26,0.75,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 1,None,NEW YORK,MEDIUM,N/A,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
234-130A,G,EM,1.70,M,VVS1,EX,EX,EX,N,N,9.97*4.95*3.33,,,,GIA,1359358249,2220.000,-26.000,67.40,63.00,,,,,NON,,,,,,,,GIA 1359358249,Feather,MUMBAI,,INDIA,White,9.97,4.95,3.33,0.50,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
238-14A,G,RBC,0.34,E,VVS1,EX,EX,EX,F,N,4.47*4.44*2.77,,,,GIA,6352536612,1489.050,-44.850,62.20,61.00,,,4.50,Faceted,NON,,13.50,34.00,44.50,41.80,50,,GIA 6352536612,"Pinpoint, Internal Graining, Surface Graining",MUMBAI,,INDIA,White,4.47,4.44,2.77,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
238-106A,G,RBC,0.30,F,VS2,EX,EX,EX,VS,BLUE,4.28*4.26*2.70,,,,GIA,1357622802,1155.000,-45.000,63.10,55.00,,,3.50,Faceted,NON,,16.50,35.50,43.50,41.00,45,,GIA 1357622802,"Indented Natural, Crystal, Needle",MUMBAI,,INDIA,White,4.28,4.26,2.70,1.00,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-79B,G,RBC,0.41,K,SI1,EX,EX,EX,F,N,4.79*4.75*2.99,,,,GIA,7353588985,747.600,-46.600,62.60,55.00,,,3.50,Faceted,NON,,16.00,35.00,43.00,41.00,50,,GIA 7353588985,"Feather, Twinning Wisp",MUMBAI,,INDIA,BROWN,4.79,4.75,2.99,0.99,,TABLE BLACK 1,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
S0119-26,G,RBC,1.01,F,SI2,EX,EX,EX,S,N,6.39*6.45*3.96,,,,GIA,2317978613,2950.000,-50.000,61.80,60.00,,,,,,,14.00,,44.00,,,,,"Crystal,  Cavity,  Feather,  Indented Natural,  Natural",MUMBAI,,INDIA,White,6.39,6.45,3.96,1.01,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-6A,G,RBC,1.00,I,SI2,VG,EX,VG,N,N,6.21*6.29*4.02,,,,IGI,432008618,2045.750,-58.250,64.20,60.00,,,5.30,,Pointed,,14.50,35.80,44.50,41.60,,,,,MUMBAI,,INDIA,White,6.21,6.29,4.02,1.01,,TABLE BLACK 1,WHITE TABLE 2,NONE VISIBLE,None,NEW YORK,MINOR,N/A,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-115B,G,RBC,0.30,I,VS2,VG,EX,G,N,N,4.26*4.24*2.59,,,,GIA,2357589194,884.000,-48.000,61.00,59.00,,,5.50,Faceted,NON,,14.00,34.50,42.00,40.00,50,,GIA 2357589194 ,Feather,MUMBAI,,INDIA,,4.26,4.24,2.59,1.00,,TABLE BLACK 0,NONE VISIBLE,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DG343-4,G,OV,0.70,G,SI1,EX,EX,VG,N,,6.76*5.12*3.21,,,,GIA,6355747952,1984.000,-38.000,62.80,59.00,,,,Faceted,N/A,,,,,,,,,,MUMBAI,,INDIA,White,6.76,5.12,3.21,0.76,,TABLE BLACK 0,NONE VISIBLE,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-24C,G,PB,0.40,F,SI1,VG,EX,VG,N,N,6.26*4.28*2.46,,,,GIA,6351539924,1015.750,-40.250,57.60,63.00,,,,Faceted,NON,,,,,,,,GIA 6351539924,Feather,MUMBAI,,INDIA,White,6.26,4.28,2.46,0.68,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 1,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
0119-37,G,RBC,1.04,F,I1,EX,VG,EX,S,N,6.47*6.43*4.04,,,,GIA,5313829196,2501.000,-39.000,62.60,57.00,,,,,,,16.00,,43.50,,,,,"Crystal, Feather, Twinning Wisp, Cavity, Indented Natural",MUMBAI,,INDIA,White,6.47,6.43,4.04,0.99,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 1,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
241-89A,G,RBC,1.00,M,SI2,F,EX,VG,N,N,6.14*6.06*4.05,,,,GIA,6351094462,1316.000,-53.000,66.30,55.00,,,7.00,Faceted,NONE,,18.00,39.00,41.50,39.80,50,,GIA 6351094462,"Feather, Cavity, Cloud, Indented Natural, Natural",NEW YORK,,INDIA,White,6.14,6.06,4.05,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
VA-20,G,RBC,1.01,G,SI2,G,EX,VG,N,N,6.14*6.19*4.10,,,,GIA,2297391264,2632.000,-53.000,66.50,58.00,,,,,,,17.00,,43.50,,,,,"Crystal,  Cloud,  Feather,  Knot,  Needle,  Indented Natural,  Natural",MUMBAI,,INDIA,White,6.14,6.19,4.10,1.01,,TABLE BLACK 1,WHITE TABLE 1,NONE VISIBLE,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
0119-10,G,RBC,1.00,H,SI2,VG,EX,VG,N,N,6.25*6.14*4.02,,,,GIA,6342219457,3047.500,-42.500,64.80,57.00,,,,Faceted,,,16.50,,43.00,,,,,"Crystal, Indented Natural, Needle, Natural",MUMBAI,,INDIA,White,6.25,6.14,4.02,0.98,,TABLE BLACK 0,WHITE TABLE 2,TABLE OPEN 0,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
241-17A,G,RBC,0.70,M,SI2,EX,EX,VG,N,N,5.67*5.64*3.53,,,,GIA,1357162097,777.750,-54.250,62.50,59.00,,,4.00,Faceted,NONE,,15.00,35.50,43.50,41.20,50,,GIA 1357162097,Feather,NEW YORK,,INDIA,White,5.67,5.64,3.53,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
7217-15B,G,RBC,0.52,E,SI1,EX,VG,EX,N,,5.17*5.16*3.15,,,,GIA,6352742809,1856.000,-42.000,61.00,60.00,,,,Faceted,Medium,,0.14,,0.43,,,,,,MUMBAI,,INDIA,White,5.17,5.16,3.15,1.00,,TABLE BLACK 2,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-30A,G,OV,1.50,K,SI2,VG,VG,VG,M,N,8.83*6.22*4.01,,,,IGI,432008605,1742.500,-48.750,64.50,53.00,,,4.50,,Pointed,,20.50,42.50,39.50,37.40,,,,,MUMBAI,,INDIA,White,8.83,6.22,4.01,0.70,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MEDIUM,N/A,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
7217-2,G,OV,2.06,D,VS2,G,EX,EX,M,N,9.62*7.21*4.55,,,,GIA,1358287513,7830.000,-46.000,63.10,58.00,,,,Faceted,,,,,,,,,,"Crystal, Indented Natural, Natural",NEW YORK,,INDIA,White,9.62,7.21,4.55,0.75,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DSSRD-10,G,RBC,1.19,F,SI2,EX,VG,VG,N,,6.92*6.81*4.12,,,,IGI,432026621,3023.750,-48.750,59.90,61.00,,,,0,Pointed,,13.00,33.30,43.50,40.90,,,,,MUMBAI,,INDIA,White,6.92,6.81,4.12,0.98,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 1,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DS-24,G,RBC,1.00,F,I1,VG,EX,VG,N,,6.42*6.36*3.93,,,,GIA,7331263191,2460.000,-40.000,61.50,61.00,,,,Faceted,Pointed,,0.13,,0.44,,,,,,MUMBAI,,INDIA,White,6.42,6.36,3.93,0.99,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,0,MINOR,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-85A,G,RBC,0.30,D,IF,EX,EX,EX,N,N,4.30*4.28*2.68,,,,GIA,6351589297,2826.800,-23.600,62.40,55.00,,,3.00,Faceted,NON,,16.00,35.50,43.00,40.80,50,,GIA 6351589297,Minor Details of Polish,MUMBAI,,INDIA,White,4.30,4.28,2.68,1.00,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
237-168A,G,RBC,0.40,I,SI2,EX,EX,EX,S,BLUE,4.72*4.69*2.95,,,,GIA,2357535100,854.400,-46.600,62.70,54.00,,,3.50,Faceted,NON,,16.50,36.00,43.00,40.60,50,,GIA 2357535100,"Crystal, Cloud",MUMBAI,,INDIA,White,4.72,4.69,2.95,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-31A,G,RBC,1.00,G,I1,G,EX,VG,N,N,6.17*6.11*4.09,,,,GIA,3355488828,2223.000,-43.000,66.50,54.00,,,5.50,Faceted,NON,,19.00,39.50,42.00,40.00,50,,GIA 3355488828 ,"Twinning Wisp, Feather, Crystal, Cavity, Indented Natural, Cloud, Extra Facet",MUMBAI,,INDIA,White,6.17,6.11,4.09,0.99,,TABLE BLACK 0,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MEDIUM,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-50A,G,RBC,1.00,G,SI2,EX,EX,VG,F,N,6.47*6.49*3.94,,,,IGI,425073428,2318.400,-58.600,60.80,59.50,,,3.40,,Pointed,,13.00,32.90,44.50,41.70,,,,,MUMBAI,,INDIA,White,6.47,6.49,3.94,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
SD-01194,G,RBC,1.00,I,SI2,EX,EX,VG,N,,6.33*6.42*3.94,,,,IGI,436048429,2119.250,-56.750,61.70,58.00,,,,0,0,,15.50,36.00,42.50,40.40,,,,,MUMBAI,,INDIA,White,6.33,6.42,3.94,1.01,,TABLE BLACK 0,WHITE TABLE 2,TABLE OPEN 1,None,0,MINOR,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
