Stock #,Availability,Shape,Weight,Color,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Measurements Length,Measurements Width,Measurements Depth,Lab,Certificate ID,Treatment,Price Per Carat,Discount,Depth,Table,Girdle Thin,Girdle Thick,Girdle,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Milky Inclusions,Black Inclusions,White Inclusions,Open Inclusions,Center Inclusions,Pavilion Angle,Laser Inscription,Member Comments,Supplier Comments,Country,State,City,Parcel Stones,CertificateLink,Certificate Comment,Diamond Image,Diamond Video,Is Matched Pair Separable,Pair Stock #,Eye Clean,Shade,Brand,Type2A,Type2ALink,Trade Show,ReportType,reportIssueDate,reportIssueLocation,diamondJourney,cashDiscount%,Star Length,Lower Half,Heart and Arrow,H & A Image,Plotting Image
1219-13,G,RBC,1.01,D,,,,SI2,G,VG,F,N,N,6.33*6.24*4.01,6.33,6.24,4.01,GIA,7346254630,,2811.250,56.750,63.70,60.00,,,,,,,14.00,,44.00,NONE,BT1,WT1,NV,CO1,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/1219-13/still.jpg,https://srd.world/vision360/vision360.html?d=1219-13&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
246-7A,G,RBC,1.00,M,,,,SI1,VG,EX,VG,F,N,6.26*6.20*3.99,6.26,6.20,3.99,GIA,7358447904,,1916.800,40.100,64.20,56.00,THN to THK,,5.50,Faceted,NON,,17.00,38.00,41.50,NONE,BT1,WT1,TO0,CO2,39.80,GIA 7358447904 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-7A/still.jpg,https://srd.world/vision360/vision360.html?d=246-7A&s=0,,,SURE,NO BGM,,,,,,,,,,45,80,NEW YORK,,
245-22A,G,RBC,1.06,I,,,,VS2,EX,EX,EX,S,BLUE,6.57*6.53*4.04,6.57,6.53,4.04,GIA,2354661558,,3660.000,40.000,61.70,58.00,STK,,4.00,Faceted,NON,,13.50,32.50,44.50,NONE,NV,WT0,TO0,CO0,41.60,GIA 2354661558,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-22A/still.jpg,https://srd.world/vision360/vision360.html?d=245-22A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
221-230A,G,OV,0.38,J,,,,SI1,VG,EX,VG,N,N,5.34*4.04*2.56,5.34,4.04,2.56,GIA,1349693551,,542.250,39.750,63.30,61.00,THK to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT1,TO0,NV,,GIA 1349693551,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/221-230A/still.jpg,https://srd.world/vision360/vision360.html?d=221-230A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
234-170A,G,RBC,0.70,M,,,,SI1,VG,EX,VG,F,N,5.82*5.74*3.43,5.82,5.74,3.43,GIA,7341766669,,779.000,59.000,59.40,65.00,THN to MED,,3.50,Faceted,NONE,,12.00,34.50,44.00,NONE,BT0,WT0,TO0,CO0,41.40,GIA 7341766669,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/234-170A/still.jpg,https://srd.world/vision360/vision360.html?d=234-170A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,55,75,,,
217-112A,G,RBC,1.00,M,,,,SI2,G,VG,VG,N,N,6.15*6.20*3.85,6.15,6.20,3.85,IGI,407973588,,875.000,68.750,62.30,65.00,Very Thick (Faceted) ,,7.80,Faceted,Pointed,,13.50,37.90,41.00,NONE,BT3,WT1,TO0,CO0,39.50,,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/217-112A/still.jpg,https://srd.world/vision360/vision360.html?d=217-112A&s=0,,,EYE CLEAN NO,BROWN 3,,,,,,,,,,,,,,
244-40B,G,HT,0.33,I,,,,IF,EX,EX,VG,F,N,4.42*4.80*2.73,4.42,4.80,2.73,GIA,6352569035,,1325.550,11.630,57.00,56.00,MED to THK,,,Faceted,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 6352569035 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-40B/still.jpg,https://srd.world/vision360/vision360.html?d=244-40B&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
237-126A,G,RBC,0.35,G,,,,SI1,EX,EX,EX,M,BLUE,4.50*4.47*2.82,4.50,4.47,2.82,GIA,2354258826,,933.300,45.100,62.90,57.00,4.5,,3.50,4.47,2.82,,16.00,36.50,43.50,NONE,BT1,WT0,TO0,CO0,41.00,GIA 2354258826,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/237-126A/still.jpg,https://srd.world/vision360/vision360.html?d=237-126A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,50,80,NV,,
217-76A,G,OV,1.00,M,,,,SI2,VG,EX,VG,N,N,7.51*5.63*3.45,7.51,5.63,3.45,GIA,5346459280,,722.000,62.000,61.30,57.00,MED to VTK,,,Faceted,NONE,,,,,NONE,BT2,WT2,TO0,CO1,,GIA 5346459280,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/217-76A/still.jpg,https://srd.world/vision360/vision360.html?d=217-76A&s=0,,,EYE CLEAN NO,BROWN 3,,,,,,,,,,,,,,
245-54A,G,OV,1.00,I,,,,I1,VG,VG,VG,S,BLUE,8.09*5.44*3.47,8.09,5.44,3.47,GIA,5353512074,,1756.250,29.750,63.80,54.00,STK to VTK,,,Faceted,NON,,,,,NONE,BT0,WT2,TO0,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-54A/still.jpg,https://srd.world/vision360/vision360.html?d=245-54A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
237-231A,G,RBC,0.30,E,,,,SI2,EX,EX,EX,M,BLUE,4.35*4.33*2.60,4.35,4.33,2.60,GIA,1353588906,,896.000,44.000,59.90,59.00,MED to STK,,3.50,Faceted,NON,,13.50,33.00,43.00,NONE,BT1,WT1,TO2,CO0,40.80,GIA 1353588906,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/237-231A/still.jpg,https://srd.world/vision360/vision360.html?d=237-231A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,50,75,NEW YORK,,
229-211A,G,OV,0.40,K,,,,VS2,VG,EX,VG,F,N,5.82*4.13*2.50,5.82,4.13,2.50,GIA,2347985804,,616.000,44.000,60.40,57.00,STK to THK,,,Faceted,NONE,,,,,NONE,BT1,WT0,TO0,CO1,,GIA 2347985804,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/229-211A/still.jpg,https://srd.world/vision360/vision360.html?d=229-211A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
217-111A,G,CU,1.30,M,yellow,Fancy Deep,Brownish,VVS2,VG,EX,G,F,N,6.33*6.05*3.88,6.33,6.05,3.88,GIA,5346543667,,1056.000,52.000,64.20,62.00,MED to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 5346543667,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/217-111A/still.jpg,https://srd.world/vision360/vision360.html?d=217-111A&s=0,,,EYE CLEAN YES,BROWN 3,,,,,,,,,,,,,,
222-265A,G,OV,0.40,J,,,,VS2,EX,EX,VG,F,N,5.57*4.20*2.63,5.57,4.20,2.63,GIA,2346738296,,754.000,42.000,62.60,59.00,STK to VTK,,,Faceted,NONE,,,,,NONE,NV,NV,TO0,CO2,,GIA 2346738296,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/222-265A/still.jpg,https://srd.world/vision360/vision360.html?d=222-265A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
223-18B,G,PR,0.42,J,,,,VS1,EX,EX,VG,N,N,4.19*4.17*2.97,4.19,4.17,2.97,GIA,2347410130,,784.000,44.000,71.30,70.00,THN to THK,,,Faceted,NONE,,,,,NONE,BT0,WT1,TO0,CO0,,GIA 2347410130,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/223-18B/still.jpg,https://srd.world/vision360/vision360.html?d=223-18B&s=0,,,EYE CLEAN YES,BROWN 1,,,,,,,,,,,,,,
237-86A,G,PB,0.35,F,,,,VVS2,EX,EX,VG,S,BLUE,6.29*3.87*2.31,6.29,3.87,2.31,GIA,6355569878,,918.000,46.000,59.80,57.00,MED to VTK,,,Faceted,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 6355569878,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/237-86A/still.jpg,https://srd.world/vision360/vision360.html?d=237-86A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
244-83E,G,RBC,0.50,I,,,,VS2,EX,EX,EX,VS,BLUE,5.14*5.12*3.12,5.14,5.12,3.12,GIA,5356516802,,1390.500,48.500,60.80,60.00,MED to STK,,3.50,Faceted,NON,,13.50,34.00,43.50,NONE,BT0,WT1,TO0,CO0,41.20,GIA 5356516802,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-83E/still.jpg,https://srd.world/vision360/vision360.html?d=244-83E&s=0,,,SURE,BROWN/GRAY/PINK,,,,,,,,,,50,80,NEW YORK,,
238-17A,M,PR,0.30,G,,,,VVS2,VG,EX,G,F,N,3.72*3.66*2.61,3.72,3.66,2.61,GIA,1353628516,,928.000,42.000,71.10,73.00,STK to THK,,,,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 1353628516,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/238-17A/still.jpg,https://srd.world/vision360/vision360.html?d=238-17A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
196-18C,G,CU,0.41,M,Yellow,Fancy Deep ,,I1,EX,EX,EX,N,N,4.49*4.09*2.61,4.49,4.09,2.61,GIA,1329940582,,660.000,-32.000,63.90,57.00,STK to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 1329940582,"GIA Color Is:-Yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
234-118A,G,RBC,0.72,M,,,,VS1,EX,EX,EX,N,N,5.85*5.84*3.45,5.85,5.84,3.45,GIA,1343792019,,1071.000,49.000,59.00,62.00,MED,,3.00,Faceted,NONE,,12.50,33.00,43.50,NONE,BT0,WT0,TO0,CO0,41.20,GIA 1343792019,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/234-118A/still.jpg,https://srd.world/vision360/vision360.html?d=234-118A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,75,,,
246-76A,M,RBC,0.70,F,,,,I1,VG,EX,VG,F,N,5.63*5.56*3.47,5.63,5.56,3.47,GIA,7353631967,,1500.000,40.000,62.00,60.00,MED to THK,,5.50,Faceted,NON,,14.50,36.00,42.00,NONE,BT1,WT1,TO0,CO1,40.20,GIA 7353631967,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-76A/still.jpg,https://srd.world/vision360/vision360.html?d=246-76A&s=0,,,MINOR,NO BGM,,,,,,,,,,50,75,NEW YORK,,
245-130A,G,RBC,0.70,K,,,,VS2,G,EX,VG,F,N,5.63*5.56*3.47,5.63,5.56,3.47,GIA,1355630563,,1275.600,46.850,62.00,59.00,MED to VTK,,5.00,Faceted,NON,,15.00,36.50,42.00,NONE,BT0,WT1,TO0,CO1,40.20,GIA 1355630563,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-130A/still.jpg,https://srd.world/vision360/vision360.html?d=245-130A&s=0,,,SURE,NO BGM,,,,,,,,,,45,80,NEW YORK,,
DSSRD-4,G,RBC,1.00,F,,,,SI2,EX,EX,EX,N,,6.39*6.35*3.98,6.39,6.35,3.98,IGI,432026625,,2950.000,50.000,62.50,57.00,Medium To Slightly Thick (Faceted) ,,,0,0,,15.00,34.80,43.50,NONE,BT1,WT1,TO0,NV,41.20,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,,,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
238-151A,G,RBC,0.31,L,,,,VS2,EX,EX,EX,N,N,4.42*4.40*2.66,4.42,4.40,2.66,GIA,6352569883,,736.800,38.600,60.30,60.00,MED,,3.00,Faceted,NON,,12.50,32.50,44.50,NONE,BT1,WT1,TO1,CO0,41.80,GIA 6352569883 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/238-151A/still.jpg,https://srd.world/vision360/vision360.html?d=238-151A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
7217-14,G,CU,1.31,E,,,,VVS2,G,EX,EX,M,N,6.32*5.79*4.02,6.32,5.79,4.02,GIA,2356203046,,4095.000,47.500,69.50,65.00,STK to VTK,,,Faceted,,,,,,NONE,BT0,WT0,TO0,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/7217-14/still.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,SURE,NO BGM,,,,,,,,,,,,,,
SD-072013,M,RBC,1.50,H,,,,SI2,EX,EX,EX,N,,7.46*7.50*4.33,7.46,7.50,4.33,IGI,436048436,,3678.300,45.100,57.90,62.00,Medium To Slightly Thick (Faceted) ,,,0,0,,12.00,32.10,42.00,NONE,NV,WT1,TO1,CO0,39.90,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/SD-072013/still.jpg,https://srd.world/vision360/vision360.html?d=SD-072013&s=0,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
240-880A,G,RBC,0.21,D,,,,VVS1,EX,EX,EX,N,N,3.83*3.80*2.38,3.83,3.80,2.38,GIA,3355629940,,1725.500,-32.730,62.40,59.00,MED to STK,,4.00,Faceted,NON,,14.50,35.00,44.00,NONE,BT0,WT0,TO0,CO0,41.60,GIA 3355629940,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/240-880A/still.jpg,https://srd.world/vision360/vision360.html?d=240-880A&s=0,,,SURE,NO BGM,,,,,,,,,,45,80,NEW YORK,,
1875-13,G,RBC,1.04,M,,,,VS2,EX,EX,EX,N,N,6.49*6.44*3.99,6.49,6.44,3.99,IGI,414080659,,1997.500,41.250,61.80,59.00,MED to MED,,,Faceted,,,15.00,35.90,43.00,NONE,BT0,NV,TO0,CO0,40.80,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/1875-13/still.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
246-103A,G,OV,0.99,K,,,,SI2,VG,G,G,M,N,7.71*5.75*3.26,7.71,5.75,3.26,IGI,432008607,,1023.500,55.500,56.70,62.00,Slightly Thick To Very Thick (Faceted) ,,5.10,,None,,12.00,33.80,39.50,NONE,BT0,WT1,TO1,CO1,38.00,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-103A/still.jpg,https://srd.world/vision360/vision360.html?d=246-103A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
234-130A,G,EM,1.70,M,,,,VVS1,EX,EX,EX,N,N,9.97*4.95*3.33,9.97,4.95,3.33,GIA,1359358249,,2250.000,25.000,67.40,63.00,THK to VTK,,,,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 1359358249,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/234-130A/still.jpg,https://srd.world/vision360/vision360.html?d=234-130A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
238-14A,G,RBC,0.34,E,,,,VVS1,EX,EX,EX,F,N,4.47*4.44*2.77,4.47,4.44,2.77,GIA,6352536612,,1516.050,43.850,62.20,61.00,MED to STK,,4.50,Faceted,NON,,13.50,34.00,44.50,NONE,BT0,WT0,TO0,CO0,41.80,GIA 6352536612,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/238-14A/still.jpg,https://srd.world/vision360/vision360.html?d=238-14A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
238-106A,G,RBC,0.30,F,,,,VS2,EX,EX,EX,VS,BLUE,4.28*4.26*2.70,4.28,4.26,2.70,GIA,1357622802,,1176.000,44.000,63.10,55.00,MED to STK,,3.50,Faceted,NON,,16.50,35.50,43.50,NONE,BT0,WT0,TO0,CO0,41.00,GIA 1357622802,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/238-106A/still.jpg,https://srd.world/vision360/vision360.html?d=238-106A&s=0,,,SURE,NO BGM,,,,,,,,,,45,80,NEW YORK,,
244-79B,G,RBC,0.41,K,,,,SI1,EX,EX,EX,F,N,4.79*4.75*2.99,4.79,4.75,2.99,GIA,7353588985,,758.100,45.850,62.60,55.00,MED,,3.50,Faceted,NON,,16.00,35.00,43.00,NONE,BT1,WT0,TO0,CO0,41.00,GIA 7353588985,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-79B/still.jpg,https://srd.world/vision360/vision360.html?d=244-79B&s=0,,,SURE,BROWN 1,,,,,,,,,,50,80,NEW YORK,,
S0119-26,G,RBC,1.01,F,,,,SI2,EX,EX,EX,S,N,6.39*6.45*3.96,6.39,6.45,3.96,GIA,2317978613,,2979.500,49.500,61.80,60.00,,,,,,,14.00,,44.00,NONE,BT1,WT1,TO0,CO1,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,,,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
246-6A,G,RBC,1.00,I,,,,SI2,VG,EX,VG,N,N,6.21*6.29*4.02,6.21,6.29,4.02,IGI,432008618,,2070.250,57.750,64.20,60.00,Medium To Slightly Thick (Faceted) ,,5.30,,Pointed,,14.50,35.80,44.50,NONE,BT1,WT2,NV,NV,41.60,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-6A/still.jpg,https://srd.world/vision360/vision360.html?d=246-6A&s=0,,,MINOR,NO BGM,,,,,,,,,,,,NEW YORK,,
244-115B,G,RBC,0.30,I,,,,VS2,VG,EX,G,N,N,4.26*4.24*2.59,4.26,4.24,2.59,GIA,2357589194,,892.500,47.500,61.00,59.00,MED to THK,,5.50,Faceted,NON,,14.00,34.50,42.00,NONE,BT0,NV,TO0,NV,40.00,GIA 2357589194 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-115B/still.jpg,https://srd.world/vision360/vision360.html?d=244-115B&s=0,,,SURE,BROWN/GRAY/PINK,,,,,,,,,,50,75,NEW YORK,,
244-24C,G,PB,0.40,F,,,,SI1,VG,EX,VG,N,N,6.26*4.28*2.46,6.26,4.28,2.46,GIA,6351539924,,1028.500,39.500,57.60,63.00,STK to VTK,,,Faceted,NON,,,,,NONE,BT0,WT1,TO1,CO0,,GIA 6351539924,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-24C/still.jpg,https://srd.world/vision360/vision360.html?d=244-24C&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
0119-37,G,RBC,1.04,F,,,,I1,EX,VG,EX,S,N,6.47*6.43*4.04,6.47,6.43,4.04,GIA,5313829196,,2521.500,38.500,62.60,57.00,,,,,,,16.00,,43.50,NONE,BT1,WT2,TO1,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/0119-37/still.jpg,https://srd.world/vision360/vision360.html?d=0119-37&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
241-89A,G,RBC,1.00,M,,,,SI2,F,EX,VG,N,N,6.14*6.06*4.05,6.14,6.06,4.05,GIA,6351094462,,1337.000,52.250,66.30,55.00,MED to VTK,,7.00,Faceted,NONE,,18.00,39.00,41.50,NONE,BT0,WT0,TO0,CO2,39.80,GIA 6351094462,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/241-89A/still.jpg,https://srd.world/vision360/vision360.html?d=241-89A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,75,,,
VA-20,G,RBC,1.01,G,,,,SI2,G,EX,VG,N,N,6.14*6.19*4.10,6.14,6.19,4.10,GIA,2297391264,,2646.000,52.750,66.50,58.00,,,,,,,17.00,,43.50,NONE,BT1,WT1,NV,CO1,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/VA-20/still.jpg,https://srd.world/vision360/vision360.html?d=VA-20&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
0119-10,G,RBC,1.00,H,,,,SI2,VG,EX,VG,N,N,6.25*6.14*4.02,6.25,6.14,4.02,GIA,6342219457,,3087.250,41.750,64.80,57.00,MED to THK,,,Faceted,,,16.50,,43.00,NONE,BT0,WT2,TO0,CO1,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/0119-10/still.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
241-17A,G,RBC,0.70,M,,,,SI2,EX,EX,VG,N,N,5.67*5.64*3.53,5.67,5.64,3.53,GIA,1357162097,,790.500,53.500,62.50,59.00,MED to STK,,4.00,Faceted,NONE,,15.00,35.50,43.50,NONE,BT0,WT1,TO0,CO0,41.20,GIA 1357162097,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/241-17A/still.jpg,https://srd.world/vision360/vision360.html?d=241-17A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,80,,,
239-30A,G,OV,1.50,K,,,,SI2,VG,VG,VG,M,N,8.83*6.22*4.01,8.83,6.22,4.01,IGI,432008605,,1768.000,48.000,64.50,53.00,Medium To Very Thick (Faceted) ,,4.50,,Pointed,,20.50,42.50,39.50,NONE,NV,WT1,TO0,CO2,37.40,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/239-30A/still.jpg,https://srd.world/vision360/vision360.html?d=239-30A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
7217-2,G,OV,2.06,D,,,,VS2,G,EX,EX,M,N,9.62*7.21*4.55,9.62,7.21,4.55,GIA,1358287513,,7902.500,45.500,63.10,58.00,STK to THK,,,Faceted,,,,,,NONE,BT0,WT1,TO0,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,,,,,SURE,NO BGM,,,,,,,,,,,,,,
